epoch,loss,mean_absolute_error,root_mean_squared_error,tf_mbe
0,4.018935203552246,21.910457611083984,61.02485275268555,0.23494264483451843
1,3.918302059173584,1.2708371877670288,1.7953599691390991,0.25928857922554016
2,3.8818418979644775,1.2670124769210815,1.787705898284912,0.26515766978263855
3,3.8602852821350098,1.2649389505386353,1.7832061052322388,0.26835376024246216
4,3.842339038848877,1.2631803750991821,1.7796194553375244,0.2706349790096283
